lead_id,email,lead_created_at,lead_utm_campaign,lead_utm_source,lead_utm_medium,lead_utm_content,lead_utm_term,company_name,industry,country,lead_status
L10806,cb86709cd5f0da234e81a39e8530f871f3050f7434d4b556dcad47a40b28f13b,2024-09-13 01:00:00,24-10 | FR | Awareness | Video | BRD | 098765432109876543,facebook,cpc,content_1,keyword_19,Company J,Software,France,New
L10807,25fe45cdf761061d8a44a1b406ef2f9fe7ec11ffce5c73bdedb3c95613c4f16b,2024-10-10 18:00:00,,organic,referral,content_1,,Company O,Software,Switzerland,Nurture
L10808,1f94ab35c74a6441c63ecef2f0175d7c65a2256a4aca7aaeaf3fd125e7b8f976,2024-10-18 11:00:00,Retargeting Campaign,google,referral,,keyword_16,Company K,Retail,Austria,Contacted
L10809,7f417b42a6b6dcb7bc016ee26988622cc64ff1de91a6c3d0f301455a128a3582,2024-09-27 08:00:00,Brand Awareness Q4,google,email,content_2,keyword_11,Company I,Retail,Netherlands,Nurture
L10810,ef821487ae03a4f288445dfa0bf202822516a858b9d9439ea50fa5d8b7806b09,2024-10-19 20:00:00,,linkedin,,,keyword_14,Company I,Software,Germany,Qualified
L10811,3fe73383c28b5d3840051da41c816b25c771af8fe67e582d57482d0227e957ff,2024-09-20 21:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,facebook,social,content_7,keyword_6,Company F,Manufacturing,Austria,Qualified
L10812,c757ec34d5f23a0c9fa323f38777513c2113430a55b073d95313405940a237e1,2024-10-09 16:00:00,Brand Awareness Q4,google,cpc,,keyword_18,Company R,Software,Germany,Contacted
L10813,41dcba57e8c04b73f32c95c73a547fef849110f1016ffc54b27359a619d990ed,2024-10-14 10:00:00,Brand Awareness Q4,linkedin,referral,content_1,,Company S,Manufacturing,Netherlands,Contacted
L10814,d9b5939b3b8e1017c09a87d8398714e36bd00a9f49ed5433e17fd6e7634cca67,2024-11-02 22:00:00,24-09 | NL | Conversion | Image | RET | 112233445566778899,linkedin,organic,content_3,,Company P,Healthcare,Switzerland,Not Interested
L10815,f41c9ee38a2630ec8494012e9e0756a203b1d5ee2fde9f2794e9c483acb0c2cd,2024-09-09 06:00:00,Demo Requests Campaign,google,cpc,content_2,,Company S,Software,Austria,Not Interested
L10816,dd9229de05c479bd624e4fbe746250a5676c4e9b96e65b027dad05e97916c556,2024-10-29 17:00:00,,direct,referral,content_1,,Company T,Software,Austria,Contacted
L10817,8bbc41fdce5a2ab38d474eed6901c872f10ec2f4b4aef85822d1bcb2dc36af12,2024-10-05 05:00:00,Brand Awareness Q4,facebook,email,content_4,,Company S,Education,France,Contacted
L10818,13e2b93c2ff14ad9d1c05f5cd06761b78a69980548ca35f01fad77cf5932be1d,2024-10-07 16:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,linkedin,referral,,keyword_7,Company B,Retail,Switzerland,Nurture
L10819,c56c704ffe29417299900b9061ec05a532f78e57d8ee011393a84cad76d4514f,2024-09-19 06:00:00,Content Downloads,google,,content_8,,Company A,Software,Netherlands,Not Interested
L10820,8ceb33c1577266ac2c95ed3f796c2457774f35222ba68d48333649d87ae900d0,2024-09-25 17:00:00,Retargeting Campaign;1003;Retargeting;2007,linkedin,email,content_4,keyword_20,Company R,Retail,Austria,Contacted
L10821,530ac044e25630ccd80a6b48646b54f0b6b8d08b1f65cc6680863dcaa2ac4fe3,2024-10-27 22:00:00,Retargeting Campaign,direct,,,,Company L,Finance,France,Nurture
L10822,b2c100c2a682a92106351b32cf0ad9689904e2c4f98cb2397a517c3c97096d1f,2024-10-30 19:00:00,Lead Generation | DE | Form,organic,cpc,,keyword_3,Company E,Software,Switzerland,New
L10823,5d44377a00cbdde3e034ea725cd14dc50fe06493e92639789726594316aefcd8,2024-10-30 03:00:00,Product  Launch  2024,linkedin,referral,content_8,keyword_9,Company M,Manufacturing,Austria,Nurture
L10824,e52b8941776845e14d4626fa126b3b1a727ed7b280991b90fd4dbcaac1545a42,2024-09-09 23:00:00,,facebook,email,content_3,,Company I,Healthcare,Austria,Contacted
L10825,153b9c26ecb7ea5b9d75cc75228f00f2384e11b5398fd6ab002acd9bf7ca8bf9,2024-09-29 10:00:00,Product Launch 2024;1004;Cold Traffic;2010,facebook,referral,content_5,,Company L,Software,Germany,Contacted
L10826,72d03b41a4f78a9a30db0e1d1ddef9e1ef7163463753b4a1c7618169fc210b9d,2024-11-01 03:00:00,Demo Requests Campaign,facebook,cpc,,keyword_19,Company M,Education,France,Not Interested
L10827,012103f6a1dc3d790b9d4d0d061289778f99fcb2dff4860d14afd243ecad2579,2024-11-02 01:00:00,Google Brand Campaign,direct,referral,content_10,keyword_5,Company I,Finance,France,New
L10828,a3f39431c7df17c30655db5497fa9fbb36d72fb9a45432808d88d7ceb6aede4f,2024-10-05 22:00:00,,linkedin,,content_10,,Company K,Finance,Germany,New
L10829,162f2ab0ecf1bca84cf1bad43af921358025e6f5255997c7ad2aede2b2ba73de,2024-09-21 23:00:00,Product Launch 2024;1004;Cold Traffic;2010,google,organic,content_4,keyword_16,Company C,Retail,Switzerland,Not Interested
L10830,847b1d227419f3cb9879093d9fb7e4a80115bff20112341b6330ac91a78cb6c5,2024-09-08 07:00:00,,organic,cpc,,,Company I,Healthcare,Germany,Contacted
